transit_date,station_complex,ridership
2022-10-04,"135 St (C,B)",3365.0
2022-10-04,"145 St (A,C,B,D)",12211.0
2022-10-04,155 St (C),1563.0
2022-10-04,163 St-Amsterdam Av (C),2447.0
2022-10-04,175 St (A),6947.0
2022-10-04,181 St (A),5986.0
2022-10-04,190 St (A),2756.0
2022-10-04,"23 St (C,E)",14312.0
2022-10-04,"23 St (R,W)",11808.0
2022-10-04,"28 St (R,W)",6946.0
2022-10-04,3 Av (L),4646.0
2022-10-04,"34 St-Penn Station (A,C,E)",52620.0
2022-10-04,"49 St (N,R,W)",15518.0
2022-10-04,"50 St (C,E)",14183.0
2022-10-04,"72 St (C,B)",5612.0
2022-10-04,"8 St-NYU (R,W)",11569.0
2022-10-04,"81 St-Museum of Natural History (C,B)",10120.0
2022-10-04,"86 St (C,B)",7515.0
2022-10-04,"96 St (C,B)",6555.0
2022-10-04,"Astoria-Ditmars Blvd (N,W)",10498.0
2022-10-04,Atlantic Av (L),1429.0
2022-10-04,Bedford Av (L),20589.0
2022-10-04,"Bowery (J,Z)",2188.0
2022-10-04,"Broad St (J,Z)",3753.0
2022-10-04,Bushwick Av-Aberdeen St (L),1598.0
2022-10-04,"Canal St (A,C,E)",11393.0
2022-10-04,Canarsie-Rockaway Pkwy (L),2468.0
2022-10-04,"Cathedral Pkwy (110 St) (C,B)",4761.0
2022-10-04,Central Av (M),2888.0
2022-10-04,Clinton-Washington Avs (C),4831.0
2022-10-04,DeKalb Av (L),7719.0
2022-10-04,Dyckman St (A),4041.0
2022-10-04,East 105 St (L),2007.0
2022-10-04,Forest Av (M),3187.0
2022-10-04,Fresh Pond Rd (M),4033.0
2022-10-04,Graham Av (L),6631.0
2022-10-04,Grand St (L),4853.0
2022-10-04,Halsey St (L),4593.0
2022-10-04,"Hewes St (M,J)",1768.0
2022-10-04,"High St (A,C)",6263.0
2022-10-04,"Hoyt-Schermerhorn Sts (A,C,G)",7706.0
2022-10-04,Inwood-207 St (A),5200.0
2022-10-04,Jefferson St (L),5233.0
2022-10-04,Kingston-Throop Avs (C),4326.0
2022-10-04,Knickerbocker Av (M),2799.0
2022-10-04,Lafayette Av (C),3478.0
2022-10-04,Livonia Av (L),1669.0
2022-10-04,"Marcy Av (M,J,Z)",7957.0
2022-10-04,Middle Village-Metropolitan Av (M),2679.0
2022-10-04,Montrose Av (L),4891.0
2022-10-04,Morgan Av (L),4880.0
2022-10-04,New Lots Av (L),2389.0
2022-10-04,"Nostrand Av (A,C)",11114.0
2022-10-04,Park Pl (S),1107.0
2022-10-04,"Prince St (R,W)",6979.0
2022-10-04,Seneca Av (M),1759.0
2022-10-04,"Spring St (C,E)",9291.0
2022-10-04,Sutter Av (L),1587.0
2022-10-04,"Utica Av (A,C)",1261.0
2022-10-04,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",25651.0
2022-10-04,Wilson Av (L),3045.0
2022-10-05,1 Av (L),16110.0
2022-10-05,"103 St (C,B)",2640.0
2022-10-05,"116 St (C,B)",4093.0
2022-10-05,"125 St (A,C,B,D)",14987.0
2022-10-05,"135 St (C,B)",2800.0
2022-10-05,"145 St (A,C,B,D)",11290.0
2022-10-05,155 St (C),1395.0
2022-10-05,163 St-Amsterdam Av (C),2306.0
2022-10-05,175 St (A),6267.0
2022-10-05,181 St (A),5272.0
2022-10-05,190 St (A),2352.0
2022-10-05,"23 St (C,E)",12573.0
2022-10-05,"23 St (R,W)",11611.0
2022-10-05,"28 St (R,W)",7023.0
2022-10-05,3 Av (L),4253.0
2022-10-05,"34 St-Penn Station (A,C,E)",49126.0
2022-10-05,"49 St (N,R,W)",15485.0
2022-10-05,"50 St (C,E)",13498.0
2022-10-05,"72 St (C,B)",5147.0
2022-10-05,"8 St-NYU (R,W)",11176.0
2022-10-05,"81 St-Museum of Natural History (C,B)",8373.0
2022-10-05,"86 St (C,B)",5632.0
2022-10-05,"96 St (C,B)",5300.0
2022-10-05,"Astoria-Ditmars Blvd (N,W)",9681.0
2022-10-05,Atlantic Av (L),1153.0
2022-10-05,Bedford Av (L),21060.0
2022-10-05,"Bowery (J,Z)",2393.0
2022-10-05,"Broad St (J,Z)",3434.0
2022-10-05,Bushwick Av-Aberdeen St (L),1550.0
2022-10-05,"Canal St (A,C,E)",11117.0
2022-10-05,Canarsie-Rockaway Pkwy (L),2339.0
2022-10-05,"Cathedral Pkwy (110 St) (C,B)",4491.0
2022-10-05,Central Av (M),2639.0
2022-10-05,Clinton-Washington Avs (C),4429.0
2022-10-05,DeKalb Av (L),7288.0
2022-10-05,Dyckman St (A),3482.0
2022-10-05,East 105 St (L),1735.0
2022-10-05,Forest Av (M),2835.0
2022-10-05,Fresh Pond Rd (M),3751.0
2022-10-05,Graham Av (L),6395.0
2022-10-05,Grand St (L),4233.0
2022-10-05,Halsey St (L),4387.0
2022-10-05,"Hewes St (M,J)",1459.0
2022-10-05,"High St (A,C)",5971.0
2022-10-05,"Hoyt-Schermerhorn Sts (A,C,G)",7393.0
2022-10-05,Inwood-207 St (A),4795.0
2022-10-05,Jefferson St (L),5218.0
2022-10-05,Kingston-Throop Avs (C),4029.0
2022-10-05,Knickerbocker Av (M),2349.0
2022-10-05,Lafayette Av (C),3146.0
2022-10-05,Livonia Av (L),1629.0
2022-10-05,"Marcy Av (M,J,Z)",7015.0
2022-10-05,Middle Village-Metropolitan Av (M),2623.0
2022-10-05,Montrose Av (L),4583.0
2022-10-05,Morgan Av (L),5021.0
2022-10-05,New Lots Av (L),2198.0
2022-10-05,"Nostrand Av (A,C)",10195.0
2022-10-05,Park Pl (S),912.0
2022-10-05,"Prince St (R,W)",8068.0
2022-10-05,Seneca Av (M),1620.0
2022-10-05,"Spring St (C,E)",8812.0
2022-10-05,Sutter Av (L),1555.0
2022-10-05,"Utica Av (A,C)",1073.0
2022-10-05,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",26062.0
2022-10-05,Wilson Av (L),2713.0
2022-10-06,1 Av (L),19084.0
2022-10-06,"103 St (C,B)",3347.0
2022-10-06,"116 St (C,B)",5031.0
2022-10-06,"125 St (A,C,B,D)",18455.0
2022-10-06,"135 St (C,B)",4243.0
2022-10-06,"145 St (A,C,B,D)",16372.0
2022-10-06,155 St (C),1730.0
2022-10-06,163 St-Amsterdam Av (C),2620.0
2022-10-06,175 St (A),7972.0
2022-10-06,181 St (A),6863.0
2022-10-06,190 St (A),3136.0
2022-10-06,"23 St (C,E)",16220.0
2022-10-06,"23 St (R,W)",13913.0
2022-10-06,"28 St (R,W)",7987.0
2022-10-06,3 Av (L),5158.0
2022-10-06,"34 St-Penn Station (A,C,E)",58803.0
2022-10-06,"49 St (N,R,W)",17874.0
2022-10-06,"50 St (C,E)",15492.0
2022-10-06,"72 St (C,B)",7193.0
2022-10-06,"8 St-NYU (R,W)",12408.0
2022-10-06,"81 St-Museum of Natural History (C,B)",8574.0
2022-10-06,"86 St (C,B)",8544.0
2022-10-06,"96 St (C,B)",7402.0
2022-10-06,"Astoria-Ditmars Blvd (N,W)",11797.0
2022-10-06,Atlantic Av (L),1437.0
2022-10-06,Bedford Av (L),24771.0
2022-10-06,"Bowery (J,Z)",2741.0
2022-10-06,"Broad St (J,Z)",4145.0
2022-10-06,Bushwick Av-Aberdeen St (L),1760.0
2022-10-06,"Canal St (A,C,E)",12981.0
2022-10-06,Canarsie-Rockaway Pkwy (L),2785.0
2022-10-06,"Cathedral Pkwy (110 St) (C,B)",5492.0
2022-10-06,Central Av (M),3184.0
2022-10-06,Clinton-Washington Avs (C),5422.0
2022-10-06,DeKalb Av (L),8772.0
2022-10-06,Dyckman St (A),4593.0
2022-10-06,East 105 St (L),2106.0
2022-10-06,Forest Av (M),3498.0
2022-10-06,Fresh Pond Rd (M),4532.0
2022-10-06,Graham Av (L),7430.0
2022-10-06,Grand St (L),5456.0
2022-10-06,Halsey St (L),5330.0
2022-10-06,"Hewes St (M,J)",2113.0
2022-10-06,"High St (A,C)",8706.0
2022-10-06,"Hoyt-Schermerhorn Sts (A,C,G)",8421.0
2022-10-06,Inwood-207 St (A),5820.0
2022-10-06,Jefferson St (L),6074.0
2022-10-06,Kingston-Throop Avs (C),4854.0
2022-10-06,Knickerbocker Av (M),3049.0
2022-10-06,Lafayette Av (C),4241.0
2022-10-06,Livonia Av (L),2253.0
2022-10-06,"Marcy Av (M,J,Z)",9671.0
2022-10-06,Middle Village-Metropolitan Av (M),3147.0
2022-10-06,Montrose Av (L),5315.0
2022-10-06,Morgan Av (L),5579.0
2022-10-06,New Lots Av (L),2682.0
2022-10-06,"Nostrand Av (A,C)",12540.0
2022-10-06,Park Pl (S),1147.0
2022-10-06,"Prince St (R,W)",8612.0
2022-10-06,Seneca Av (M),2035.0
2022-10-06,"Spring St (C,E)",10084.0
2022-10-06,Sutter Av (L),1825.0
2022-10-06,"Utica Av (A,C)",1382.0
2022-10-06,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",30793.0
2022-10-06,Wilson Av (L),3310.0
2022-10-07,1 Av (L),19560.0
2022-10-07,"103 St (C,B)",3392.0
2022-10-07,"116 St (C,B)",5160.0
2022-10-07,"125 St (A,C,B,D)",18364.0
2022-10-07,"135 St (C,B)",3864.0
2022-10-07,"145 St (A,C,B,D)",14911.0
2022-10-07,155 St (C),1666.0
2022-10-07,163 St-Amsterdam Av (C),2660.0
2022-10-07,175 St (A),7702.0
2022-10-07,181 St (A),6403.0
2022-10-07,190 St (A),3002.0
2022-10-07,"23 St (C,E)",14365.0
2022-10-07,"23 St (R,W)",11607.0
2022-10-07,"28 St (R,W)",7291.0
2022-10-07,3 Av (L),5162.0
2022-10-07,"34 St-Penn Station (A,C,E)",51220.0
2022-10-07,"49 St (N,R,W)",15476.0
2022-10-07,"50 St (C,E)",15356.0
2022-10-07,"72 St (C,B)",7552.0
2022-10-07,"8 St-NYU (R,W)",11755.0
2022-10-07,"81 St-Museum of Natural History (C,B)",9096.0
2022-10-07,"86 St (C,B)",7895.0
2022-10-07,"96 St (C,B)",7178.0
2022-10-07,"Astoria-Ditmars Blvd (N,W)",11163.0
2022-10-07,Atlantic Av (L),1437.0
2022-10-07,Bedford Av (L),24028.0
2022-10-07,"Bowery (J,Z)",2843.0
2022-10-07,"Broad St (J,Z)",4011.0
2022-10-07,Bushwick Av-Aberdeen St (L),1774.0
2022-10-07,"Canal St (A,C,E)",11020.0
2022-10-07,Canarsie-Rockaway Pkwy (L),2680.0
2022-10-07,"Cathedral Pkwy (110 St) (C,B)",5926.0
2022-10-07,Central Av (M),3174.0
2022-10-07,Clinton-Washington Avs (C),4722.0
2022-10-07,DeKalb Av (L),8466.0
2022-10-07,Dyckman St (A),4615.0
2022-10-07,East 105 St (L),2012.0
2022-10-07,Forest Av (M),3301.0
2022-10-07,Fresh Pond Rd (M),4398.0
2022-10-07,Graham Av (L),6952.0
2022-10-07,Grand St (L),5232.0
2022-10-07,Halsey St (L),5128.0
2022-10-07,"Hewes St (M,J)",2148.0
2022-10-07,"High St (A,C)",7466.0
2022-10-07,"Hoyt-Schermerhorn Sts (A,C,G)",8199.0
2022-10-07,Inwood-207 St (A),5624.0
2022-10-07,Jefferson St (L),6430.0
2022-10-07,Kingston-Throop Avs (C),4612.0
2022-10-07,Knickerbocker Av (M),3154.0
2022-10-07,Lafayette Av (C),3932.0
2022-10-07,Livonia Av (L),2035.0
2022-10-07,"Marcy Av (M,J,Z)",9278.0
2022-10-07,Middle Village-Metropolitan Av (M),2936.0
2022-10-07,Montrose Av (L),5243.0
2022-10-07,Morgan Av (L),5642.0
2022-10-07,New Lots Av (L),2503.0
2022-10-07,"Nostrand Av (A,C)",12059.0
2022-10-07,Park Pl (S),1098.0
2022-10-07,"Prince St (R,W)",8647.0
2022-10-07,Seneca Av (M),1938.0
2022-10-07,"Spring St (C,E)",8466.0
2022-10-07,Sutter Av (L),1800.0
2022-10-07,"Utica Av (A,C)",1545.0
2022-10-07,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",30474.0
2022-10-07,Wilson Av (L),3339.0
2022-10-08,1 Av (L),15151.0
2022-10-08,"103 St (C,B)",2307.0
2022-10-08,"116 St (C,B)",3313.0
2022-10-08,"125 St (A,C,B,D)",12507.0
2022-10-08,"135 St (C,B)",1908.0
2022-10-08,"145 St (A,C,B,D)",9947.0
2022-10-08,155 St (C),1121.0
2022-10-08,163 St-Amsterdam Av (C),1805.0
2022-10-08,175 St (A),5604.0
2022-10-08,181 St (A),4229.0
2022-10-08,190 St (A),2044.0
2022-10-08,"23 St (C,E)",5724.0
2022-10-08,"23 St (R,W)",10393.0
2022-10-08,"28 St (R,W)",6714.0
2022-10-08,3 Av (L),4043.0
2022-10-08,"34 St-Penn Station (A,C,E)",34320.0
2022-10-08,"49 St (N,R,W)",10789.0
2022-10-08,"50 St (C,E)",11919.0
2022-10-08,"72 St (C,B)",5924.0
2022-10-08,"8 St-NYU (R,W)",11906.0
2022-10-08,"81 St-Museum of Natural History (C,B)",7968.0
2022-10-08,"86 St (C,B)",4545.0
2022-10-08,"96 St (C,B)",3509.0
2022-10-08,"Astoria-Ditmars Blvd (N,W)",6793.0
2022-10-08,Atlantic Av (L),482.0
2022-10-08,Bedford Av (L),24851.0
2022-10-08,"Bowery (J,Z)",3524.0
2022-10-08,"Broad St (J,Z)",2541.0
2022-10-08,"Canal St (A,C,E)",8268.0
2022-10-08,Canarsie-Rockaway Pkwy (L),1246.0
2022-10-08,"Cathedral Pkwy (110 St) (C,B)",3884.0
2022-10-08,Central Av (M),2746.0
2022-10-08,Clinton-Washington Avs (C),3267.0
2022-10-08,DeKalb Av (L),78.0
2022-10-08,Dyckman St (A),3102.0
2022-10-08,East 105 St (L),901.0
2022-10-08,Forest Av (M),2131.0
2022-10-08,Fresh Pond Rd (M),2336.0
2022-10-08,Graham Av (L),15.0
2022-10-08,Grand St (L),9.0
2022-10-08,Halsey St (L),177.0
2022-10-08,"Hewes St (M,J)",1754.0
2022-10-08,"High St (A,C)",6297.0
2022-10-08,"Hoyt-Schermerhorn Sts (A,C,G)",6229.0
2022-10-08,Inwood-207 St (A),3757.0
2022-10-08,Jefferson St (L),21.0
2022-10-08,Kingston-Throop Avs (C),3245.0
2022-10-08,Knickerbocker Av (M),3731.0
2022-10-08,Lafayette Av (C),3274.0
2022-10-08,Livonia Av (L),844.0
2022-10-08,"Marcy Av (M,J,Z)",7033.0
2022-10-08,Middle Village-Metropolitan Av (M),1175.0
2022-10-08,Montrose Av (L),2.0
2022-10-08,Morgan Av (L),9.0
2022-10-08,New Lots Av (L),1138.0
2022-10-08,"Nostrand Av (A,C)",8417.0
2022-10-08,Park Pl (S),715.0
2022-10-08,"Prince St (R,W)",12622.0
2022-10-08,Seneca Av (M),1975.0
2022-10-08,"Spring St (C,E)",2608.0
2022-10-08,Sutter Av (L),772.0
2022-10-08,"Utica Av (A,C)",1108.0
2022-10-08,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",26486.0
2022-10-08,Wilson Av (L),19.0
2022-10-09,1 Av (L),11184.0
2022-10-09,"103 St (C,B)",1728.0
2022-10-09,"116 St (C,B)",2766.0
2022-10-09,"125 St (A,C,B,D)",10526.0
2022-10-09,"135 St (C,B)",1596.0
2022-10-09,"145 St (A,C,B,D)",7958.0
2022-10-09,155 St (C),932.0
2022-10-09,163 St-Amsterdam Av (C),1441.0
2022-10-09,175 St (A),4054.0
2022-10-09,181 St (A),3373.0
2022-10-09,190 St (A),1689.0
2022-10-09,"23 St (C,E)",3785.0
2022-10-09,"23 St (R,W)",7832.0
2022-10-09,"28 St (R,W)",5299.0
2022-10-09,3 Av (L),3034.0
2022-10-09,"34 St-Penn Station (A,C,E)",31320.0
2022-10-09,"49 St (N,R,W)",8162.0
2022-10-09,"50 St (C,E)",9636.0
2022-10-09,"72 St (C,B)",5538.0
2022-10-09,"8 St-NYU (R,W)",8747.0
2022-10-09,"81 St-Museum of Natural History (C,B)",7841.0
2022-10-09,"86 St (C,B)",3646.0
2022-10-09,"96 St (C,B)",3196.0
2022-10-09,"Astoria-Ditmars Blvd (N,W)",4681.0
2022-10-09,Atlantic Av (L),357.0
2022-10-09,Bedford Av (L),17701.0
2022-10-09,"Bowery (J,Z)",2906.0
2022-10-09,"Broad St (J,Z)",1856.0
2022-10-09,"Canal St (A,C,E)",6700.0
2022-10-09,Canarsie-Rockaway Pkwy (L),924.0
2022-10-09,"Cathedral Pkwy (110 St) (C,B)",3258.0
2022-10-09,Central Av (M),2072.0
2022-10-09,Clinton-Washington Avs (C),2352.0
2022-10-09,DeKalb Av (L),13.0
2022-10-09,Dyckman St (A),2538.0
2022-10-09,East 105 St (L),623.0
2022-10-09,Forest Av (M),1622.0
2022-10-09,Fresh Pond Rd (M),1859.0
2022-10-09,Graham Av (L),3.0
2022-10-09,Grand St (L),11.0
2022-10-09,Halsey St (L),20.0
2022-10-09,"Hewes St (M,J)",1325.0
2022-10-09,"High St (A,C)",5303.0
2022-10-09,"Hoyt-Schermerhorn Sts (A,C,G)",5134.0
2022-10-09,Inwood-207 St (A),2697.0
2022-10-09,Jefferson St (L),2.0
2022-10-09,Kingston-Throop Avs (C),2604.0
2022-10-09,Knickerbocker Av (M),3022.0
2022-10-09,Lafayette Av (C),2414.0
2022-10-09,Livonia Av (L),660.0
2022-10-09,"Marcy Av (M,J,Z)",5889.0
2022-10-09,Middle Village-Metropolitan Av (M),869.0
2022-10-09,Montrose Av (L),2.0
2022-10-09,Morgan Av (L),9.0
2022-10-09,New Lots Av (L),823.0
2022-10-09,"Nostrand Av (A,C)",6451.0
2022-10-09,Park Pl (S),532.0
2022-10-09,"Prince St (R,W)",9385.0
2022-10-09,Seneca Av (M),1766.0
2022-10-09,"Spring St (C,E)",2005.0
2022-10-09,Sutter Av (L),519.0
2022-10-09,"Utica Av (A,C)",707.0
2022-10-09,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",20273.0
2022-10-10,1 Av (L),12965.0
2022-10-10,"103 St (C,B)",2273.0
2022-10-10,"116 St (C,B)",3325.0
2022-10-10,"125 St (A,C,B,D)",12117.0
2022-10-10,"135 St (C,B)",2202.0
2022-10-10,"145 St (A,C,B,D)",9770.0
2022-10-10,155 St (C),1150.0
2022-10-10,163 St-Amsterdam Av (C),1787.0
2022-10-10,175 St (A),5791.0
2022-10-10,181 St (A),4248.0
2022-10-10,190 St (A),2032.0
2022-10-10,"23 St (C,E)",10254.0
2022-10-10,"23 St (R,W)",9166.0
2022-10-10,"28 St (R,W)",5664.0
2022-10-10,3 Av (L),3587.0
2022-10-10,"34 St-Penn Station (A,C,E)",39415.0
2022-10-10,"49 St (N,R,W)",11624.0
2022-10-10,"50 St (C,E)",10320.0
2022-10-10,"72 St (C,B)",5864.0
2022-10-10,"8 St-NYU (R,W)",7749.0
2022-10-10,"81 St-Museum of Natural History (C,B)",7997.0
2022-10-10,"86 St (C,B)",5266.0
2022-10-10,"96 St (C,B)",4850.0
2022-10-10,"Astoria-Ditmars Blvd (N,W)",7725.0
2022-10-10,Atlantic Av (L),874.0
2022-10-10,Bedford Av (L),19360.0
2022-10-10,"Bowery (J,Z)",1894.0
2022-10-10,"Broad St (J,Z)",2406.0
2022-10-10,Bushwick Av-Aberdeen St (L),1242.0
2022-10-10,"Canal St (A,C,E)",7988.0
2022-10-10,Canarsie-Rockaway Pkwy (L),1874.0
2022-10-10,"Cathedral Pkwy (110 St) (C,B)",3816.0
2022-10-10,Central Av (M),2210.0
2022-10-10,Clinton-Washington Avs (C),2799.0
2022-10-10,DeKalb Av (L),5944.0
2022-10-10,Dyckman St (A),3310.0
2022-10-10,East 105 St (L),1416.0
2022-10-10,Forest Av (M),2229.0
2022-10-10,Fresh Pond Rd (M),2927.0
2022-10-10,Graham Av (L),4820.0
2022-10-10,Grand St (L),3334.0
2022-10-10,Halsey St (L),3517.0
2022-10-10,"Hewes St (M,J)",1314.0
2022-10-10,"High St (A,C)",5674.0
2022-10-10,"Hoyt-Schermerhorn Sts (A,C,G)",5782.0
2022-10-10,Inwood-207 St (A),3845.0
2022-10-10,Jefferson St (L),4288.0
2022-10-10,Kingston-Throop Avs (C),3104.0
2022-10-10,Knickerbocker Av (M),2060.0
2022-10-10,Lafayette Av (C),2624.0
2022-10-10,Livonia Av (L),1292.0
2022-10-10,"Marcy Av (M,J,Z)",5904.0
2022-10-10,Middle Village-Metropolitan Av (M),1862.0
2022-10-10,Montrose Av (L),3637.0
2022-10-10,Morgan Av (L),4117.0
2022-10-10,New Lots Av (L),1743.0
2022-10-10,"Nostrand Av (A,C)",8087.0
2022-10-10,Park Pl (S),758.0
2022-10-10,"Prince St (R,W)",7381.0
2022-10-10,Seneca Av (M),1332.0
2022-10-10,"Spring St (C,E)",6587.0
2022-10-10,Sutter Av (L),1286.0
2022-10-10,"Utica Av (A,C)",935.0
2022-10-10,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",22065.0
2022-10-10,Wilson Av (L),2159.0
2022-10-11,1 Av (L),17625.0
2022-10-11,"103 St (C,B)",3120.0
2022-10-11,"116 St (C,B)",4886.0
2022-10-11,"125 St (A,C,B,D)",17904.0
2022-10-11,"135 St (C,B)",4077.0
2022-10-11,"145 St (A,C,B,D)",15829.0
2022-10-11,155 St (C),1679.0
2022-10-11,163 St-Amsterdam Av (C),2657.0
2022-10-11,175 St (A),7605.0
2022-10-11,181 St (A),6352.0
2022-10-11,190 St (A),2960.0
2022-10-11,"23 St (C,E)",15052.0
2022-10-11,"23 St (R,W)",13624.0
2022-10-11,"28 St (R,W)",7571.0
2022-10-11,3 Av (L),4672.0
2022-10-11,"34 St-Penn Station (A,C,E)",55483.0
2022-10-11,"49 St (N,R,W)",15248.0
2022-10-11,"50 St (C,E)",14932.0
2022-10-11,"72 St (C,B)",6787.0
2022-10-11,"8 St-NYU (R,W)",11130.0
2022-10-11,"81 St-Museum of Natural History (C,B)",9100.0
2022-10-11,"86 St (C,B)",7684.0
2022-10-11,"96 St (C,B)",7041.0
2022-10-11,"Astoria-Ditmars Blvd (N,W)",11179.0
2022-10-11,Atlantic Av (L),1308.0
2022-10-11,Bedford Av (L),23266.0
2022-10-11,"Bowery (J,Z)",2316.0
2022-10-11,"Broad St (J,Z)",4117.0
2022-10-11,Bushwick Av-Aberdeen St (L),1648.0
2022-10-11,"Canal St (A,C,E)",12662.0
2022-10-11,Canarsie-Rockaway Pkwy (L),2701.0
2022-10-11,"Cathedral Pkwy (110 St) (C,B)",5229.0
2022-10-11,Central Av (M),2959.0
2022-10-11,Clinton-Washington Avs (C),4885.0
2022-10-11,DeKalb Av (L),8124.0
2022-10-11,Dyckman St (A),4352.0
2022-10-11,East 105 St (L),2068.0
2022-10-11,Forest Av (M),3281.0
2022-10-11,Fresh Pond Rd (M),4303.0
2022-10-11,Graham Av (L),7185.0
2022-10-11,Grand St (L),4912.0
2022-10-11,Halsey St (L),4909.0
2022-10-11,"Hewes St (M,J)",1659.0
2022-10-11,"High St (A,C)",7321.0
2022-10-11,"Hoyt-Schermerhorn Sts (A,C,G)",8147.0
2022-10-11,Inwood-207 St (A),5616.0
2022-10-11,Jefferson St (L),5685.0
2022-10-11,Kingston-Throop Avs (C),4531.0
2022-10-11,Knickerbocker Av (M),3056.0
2022-10-11,Lafayette Av (C),3631.0
2022-10-11,Livonia Av (L),2023.0
2022-10-11,"Marcy Av (M,J,Z)",8088.0
2022-10-11,Middle Village-Metropolitan Av (M),3067.0
2022-10-11,Montrose Av (L),4969.0
2022-10-11,Morgan Av (L),5156.0
2022-10-11,New Lots Av (L),2498.0
2022-10-11,"Nostrand Av (A,C)",11743.0
2022-10-11,Park Pl (S),1075.0
2022-10-11,"Prince St (R,W)",7442.0
2022-10-11,Seneca Av (M),1879.0
2022-10-11,"Spring St (C,E)",9453.0
2022-10-11,Sutter Av (L),1800.0
2022-10-11,"Utica Av (A,C)",1532.0
2022-10-11,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",28007.0
2022-10-11,Wilson Av (L),2993.0
2022-10-12,1 Av (L),18298.0
2022-10-12,"103 St (C,B)",3178.0
2022-10-12,"116 St (C,B)",5080.0
2022-10-12,"125 St (A,C,B,D)",18965.0
2022-10-12,"135 St (C,B)",4157.0
2022-10-12,"145 St (A,C,B,D)",16227.0
2022-10-12,155 St (C),1637.0
2022-10-12,163 St-Amsterdam Av (C),2603.0
2022-10-12,175 St (A),7792.0
2022-10-12,181 St (A),6757.0
2022-10-12,190 St (A),3005.0
2022-10-12,"23 St (C,E)",15543.0
2022-10-12,"23 St (R,W)",14152.0
2022-10-12,"28 St (R,W)",8108.0
2022-10-12,3 Av (L),4879.0
2022-10-12,"34 St-Penn Station (A,C,E)",55469.0
2022-10-12,"49 St (N,R,W)",16248.0
2022-10-12,"50 St (C,E)",15335.0
2022-10-12,"72 St (C,B)",6696.0
2022-10-12,"8 St-NYU (R,W)",12301.0
2022-10-12,"81 St-Museum of Natural History (C,B)",8825.0
2022-10-12,"86 St (C,B)",8235.0
2022-10-12,"96 St (C,B)",7386.0
2022-10-12,"Astoria-Ditmars Blvd (N,W)",11433.0
2022-10-12,Atlantic Av (L),1378.0
2022-10-12,Bedford Av (L),24416.0
2022-10-12,"Bowery (J,Z)",2399.0
2022-10-12,"Broad St (J,Z)",4433.0
2022-10-12,Bushwick Av-Aberdeen St (L),1763.0
2022-10-12,"Canal St (A,C,E)",13111.0
2022-10-12,Canarsie-Rockaway Pkwy (L),2791.0
2022-10-12,"Cathedral Pkwy (110 St) (C,B)",5497.0
2022-10-12,Central Av (M),3059.0
2022-10-12,Clinton-Washington Avs (C),5190.0
2022-10-12,DeKalb Av (L),8068.0
2022-10-12,Dyckman St (A),4428.0
2022-10-12,East 105 St (L),2052.0
2022-10-12,Forest Av (M),3368.0
2022-10-12,Fresh Pond Rd (M),4461.0
2022-10-12,Graham Av (L),7279.0
2022-10-12,Grand St (L),5072.0
2022-10-12,Halsey St (L),5268.0
2022-10-12,"Hewes St (M,J)",1879.0
2022-10-12,"High St (A,C)",7551.0
2022-10-12,"Hoyt-Schermerhorn Sts (A,C,G)",8038.0
2022-10-12,Inwood-207 St (A),5634.0
2022-10-12,Jefferson St (L),6148.0
2022-10-12,Kingston-Throop Avs (C),4676.0
2022-10-12,Knickerbocker Av (M),3012.0
2022-10-12,Lafayette Av (C),4162.0
2022-10-12,Livonia Av (L),2105.0
2022-10-12,"Marcy Av (M,J,Z)",8626.0
2022-10-12,Middle Village-Metropolitan Av (M),3094.0
2022-10-12,Montrose Av (L),5071.0
2022-10-12,Morgan Av (L),5444.0
2022-10-12,New Lots Av (L),2613.0
2022-10-12,"Nostrand Av (A,C)",12040.0
2022-10-12,Park Pl (S),1145.0
2022-10-12,"Prince St (R,W)",7856.0
2022-10-12,Seneca Av (M),1869.0
2022-10-12,"Spring St (C,E)",10163.0
2022-10-12,Sutter Av (L),1751.0
2022-10-12,"Utica Av (A,C)",1198.0
2022-10-12,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",30268.0
2022-10-12,Wilson Av (L),3130.0
2022-10-13,1 Av (L),17529.0
2022-10-13,"103 St (C,B)",3165.0
2022-10-13,"116 St (C,B)",5046.0
2022-10-13,"125 St (A,C,B,D)",17663.0
2022-10-13,"135 St (C,B)",4075.0
2022-10-13,"145 St (A,C,B,D)",15535.0
2022-10-13,155 St (C),1535.0
2022-10-13,163 St-Amsterdam Av (C),2576.0
2022-10-13,175 St (A),7523.0
2022-10-13,181 St (A),6630.0
2022-10-13,190 St (A),2954.0
2022-10-13,"23 St (C,E)",16848.0
2022-10-13,"23 St (R,W)",14414.0
2022-10-13,"28 St (R,W)",8701.0
2022-10-13,3 Av (L),4848.0
2022-10-13,"34 St-Penn Station (A,C,E)",55517.0
2022-10-13,"49 St (N,R,W)",16474.0
