transit_date,station_complex,ridership
2022-08-31,Park Pl (S),922.0
2022-08-31,"Prince St (R,W)",6968.0
2022-08-31,Seneca Av (M),1887.0
2022-08-31,"Spring St (C,E)",7942.0
2022-08-31,Sutter Av (L),1509.0
2022-08-31,"Utica Av (A,C)",1469.0
2022-08-31,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",24266.0
2022-08-31,Wilson Av (L),2681.0
2022-09-01,1 Av (L),15083.0
2022-09-01,"103 St (C,B)",2805.0
2022-09-01,"116 St (C,B)",4095.0
2022-09-01,"125 St (A,C,B,D)",15604.0
2022-09-01,"135 St (C,B)",3461.0
2022-09-01,"145 St (A,C,B,D)",11055.0
2022-09-01,155 St (C),1350.0
2022-09-01,163 St-Amsterdam Av (C),2218.0
2022-09-01,175 St (A),6722.0
2022-09-01,181 St (A),5593.0
2022-09-01,190 St (A),2617.0
2022-09-01,"23 St (C,E)",11659.0
2022-09-01,"23 St (R,W)",11149.0
2022-09-01,"28 St (R,W)",6484.0
2022-09-01,3 Av (L),4013.0
2022-09-01,"34 St-Penn Station (A,C,E)",45812.0
2022-09-01,"49 St (N,R,W)",12996.0
2022-09-01,"50 St (C,E)",11834.0
2022-09-01,"72 St (C,B)",5709.0
2022-09-01,"8 St-NYU (R,W)",10868.0
2022-09-01,"81 St-Museum of Natural History (C,B)",8312.0
2022-09-01,"86 St (C,B)",6188.0
2022-09-01,"96 St (C,B)",5762.0
2022-09-01,"Astoria-Ditmars Blvd (N,W)",9406.0
2022-09-01,Atlantic Av (L),1183.0
2022-09-01,Bedford Av (L),19180.0
2022-09-01,"Bowery (J,Z)",1939.0
2022-09-01,"Broad St (J,Z)",3135.0
2022-09-01,Bushwick Av-Aberdeen St (L),1566.0
2022-09-01,"Canal St (A,C,E)",10027.0
2022-09-01,Canarsie-Rockaway Pkwy (L),2543.0
2022-09-01,"Cathedral Pkwy (110 St) (C,B)",4619.0
2022-09-01,Central Av (M),2680.0
2022-09-01,Clinton-Washington Avs (C),3886.0
2022-09-01,DeKalb Av (L),7596.0
2022-09-01,Dyckman St (A),3668.0
2022-09-01,East 105 St (L),1636.0
2022-09-01,Forest Av (M),2839.0
2022-09-01,Fresh Pond Rd (M),3702.0
2022-09-01,Graham Av (L),5698.0
2022-09-01,Grand St (L),4154.0
2022-09-01,Halsey St (L),4571.0
2022-09-01,"Hewes St (M,J)",1714.0
2022-09-01,"High St (A,C)",6152.0
2022-09-01,"Hoyt-Schermerhorn Sts (A,C,G)",6649.0
2022-09-01,Inwood-207 St (A),5027.0
2022-09-01,Jefferson St (L),5183.0
2022-09-01,Kingston-Throop Avs (C),3706.0
2022-09-01,Knickerbocker Av (M),2458.0
2022-09-01,Lafayette Av (C),2794.0
2022-09-01,Livonia Av (L),1579.0
2022-09-01,"Marcy Av (M,J,Z)",7565.0
2022-09-01,Middle Village-Metropolitan Av (M),2611.0
2022-09-01,Montrose Av (L),4345.0
2022-09-01,Morgan Av (L),4514.0
2022-09-01,New Lots Av (L),2129.0
2022-09-01,"Nostrand Av (A,C)",10338.0
2022-09-01,Park Pl (S),849.0
2022-09-01,"Prince St (R,W)",6919.0
2022-09-01,Seneca Av (M),2975.0
2022-09-01,"Spring St (C,E)",7977.0
2022-09-01,Sutter Av (L),1430.0
2022-09-01,"Utica Av (A,C)",1186.0
2022-09-01,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",25875.0
2022-09-01,Wilson Av (L),2767.0
2022-09-02,1 Av (L),15677.0
2022-09-02,"103 St (C,B)",2859.0
2022-09-02,"116 St (C,B)",4075.0
2022-09-02,"125 St (A,C,B,D)",15254.0
2022-09-02,"135 St (C,B)",2955.0
2022-09-02,"145 St (A,C,B,D)",10275.0
2022-09-02,155 St (C),1407.0
2022-09-02,163 St-Amsterdam Av (C),2313.0
2022-09-02,175 St (A),6619.0
2022-09-02,181 St (A),5323.0
2022-09-02,190 St (A),2301.0
2022-09-02,"23 St (C,E)",10651.0
2022-09-02,"23 St (R,W)",9536.0
2022-09-02,"28 St (R,W)",6279.0
2022-09-02,3 Av (L),4361.0
2022-09-02,"34 St-Penn Station (A,C,E)",40799.0
2022-09-02,"49 St (N,R,W)",12882.0
2022-09-02,"50 St (C,E)",11751.0
2022-09-02,"72 St (C,B)",5629.0
2022-09-02,"8 St-NYU (R,W)",9357.0
2022-09-02,"81 St-Museum of Natural History (C,B)",8672.0
2022-09-02,"86 St (C,B)",5860.0
2022-09-02,"96 St (C,B)",5343.0
2022-09-02,"Astoria-Ditmars Blvd (N,W)",8692.0
2022-09-02,Atlantic Av (L),1104.0
2022-09-02,Bedford Av (L),19739.0
2022-09-02,"Bowery (J,Z)",2487.0
2022-09-02,"Broad St (J,Z)",2828.0
2022-09-02,Bushwick Av-Aberdeen St (L),1634.0
2022-09-02,"Canal St (A,C,E)",8788.0
2022-09-02,Canarsie-Rockaway Pkwy (L),2483.0
2022-09-02,"Cathedral Pkwy (110 St) (C,B)",4671.0
2022-09-02,Central Av (M),2484.0
2022-09-02,Clinton-Washington Avs (C),3705.0
2022-09-02,DeKalb Av (L),7663.0
2022-09-02,Dyckman St (A),3666.0
2022-09-02,East 105 St (L),1639.0
2022-09-02,Forest Av (M),2740.0
2022-09-02,Fresh Pond Rd (M),3512.0
2022-09-02,Graham Av (L),5791.0
2022-09-02,Grand St (L),4078.0
2022-09-02,Halsey St (L),4594.0
2022-09-02,"Hewes St (M,J)",1637.0
2022-09-02,"High St (A,C)",6294.0
2022-09-02,"Hoyt-Schermerhorn Sts (A,C,G)",6941.0
2022-09-02,Inwood-207 St (A),4763.0
2022-09-02,Jefferson St (L),5530.0
2022-09-02,Kingston-Throop Avs (C),3689.0
2022-09-02,Knickerbocker Av (M),2633.0
2022-09-02,Lafayette Av (C),2705.0
2022-09-02,Livonia Av (L),1755.0
2022-09-02,"Marcy Av (M,J,Z)",7459.0
2022-09-02,Middle Village-Metropolitan Av (M),2370.0
2022-09-02,Montrose Av (L),4520.0
2022-09-02,Morgan Av (L),4677.0
2022-09-02,New Lots Av (L),2148.0
2022-09-02,"Nostrand Av (A,C)",10228.0
2022-09-02,Park Pl (S),926.0
2022-09-02,"Prince St (R,W)",7700.0
2022-09-02,Seneca Av (M),1881.0
2022-09-02,"Spring St (C,E)",7093.0
2022-09-02,Sutter Av (L),1503.0
2022-09-02,"Utica Av (A,C)",1477.0
2022-09-02,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",25045.0
2022-09-02,Wilson Av (L),2628.0
2022-09-03,1 Av (L),13075.0
2022-09-03,"103 St (C,B)",2396.0
2022-09-03,"116 St (C,B)",3178.0
2022-09-03,"125 St (A,C,B,D)",10792.0
2022-09-03,"135 St (C,B)",1892.0
2022-09-03,"145 St (A,C,B,D)",8328.0
2022-09-03,155 St (C),958.0
2022-09-03,163 St-Amsterdam Av (C),1607.0
2022-09-03,175 St (A),4587.0
2022-09-03,181 St (A),3424.0
2022-09-03,190 St (A),1707.0
2022-09-03,"23 St (C,E)",6534.0
2022-09-03,"23 St (R,W)",8568.0
2022-09-03,"28 St (R,W)",5579.0
2022-09-03,3 Av (L),3690.0
2022-09-03,"34 St-Penn Station (A,C,E)",27537.0
2022-09-03,"49 St (N,R,W)",13235.0
2022-09-03,"50 St (C,E)",10040.0
2022-09-03,"72 St (C,B)",6082.0
2022-09-03,"8 St-NYU (R,W)",8736.0
2022-09-03,"81 St-Museum of Natural History (C,B)",8087.0
2022-09-03,"86 St (C,B)",4246.0
2022-09-03,"96 St (C,B)",3347.0
2022-09-03,"Astoria-Ditmars Blvd (N,W)",5914.0
2022-09-03,Atlantic Av (L),705.0
2022-09-03,Bedford Av (L),22282.0
2022-09-03,"Bowery (J,Z)",2364.0
2022-09-03,"Broad St (J,Z)",2076.0
2022-09-03,Bushwick Av-Aberdeen St (L),1303.0
2022-09-03,"Canal St (A,C,E)",5436.0
2022-09-03,Canarsie-Rockaway Pkwy (L),1426.0
2022-09-03,"Cathedral Pkwy (110 St) (C,B)",3852.0
2022-09-03,Central Av (M),1448.0
2022-09-03,Clinton-Washington Avs (C),2289.0
2022-09-03,DeKalb Av (L),5900.0
2022-09-03,Dyckman St (A),2818.0
2022-09-03,East 105 St (L),862.0
2022-09-03,Forest Av (M),1277.0
2022-09-03,Fresh Pond Rd (M),1798.0
2022-09-03,Graham Av (L),4030.0
2022-09-03,Grand St (L),2679.0
2022-09-03,Halsey St (L),3391.0
2022-09-03,"Hewes St (M,J)",1074.0
2022-09-03,"High St (A,C)",4582.0
2022-09-03,"Hoyt-Schermerhorn Sts (A,C,G)",5387.0
2022-09-03,Inwood-207 St (A),3175.0
2022-09-03,Jefferson St (L),5527.0
2022-09-03,Kingston-Throop Avs (C),2707.0
2022-09-03,Knickerbocker Av (M),1564.0
2022-09-03,Lafayette Av (C),2214.0
2022-09-03,Livonia Av (L),1206.0
2022-09-03,"Marcy Av (M,J,Z)",4708.0
2022-09-03,Middle Village-Metropolitan Av (M),1158.0
2022-09-03,Montrose Av (L),3875.0
2022-09-03,Morgan Av (L),4394.0
2022-09-03,New Lots Av (L),1234.0
2022-09-03,"Nostrand Av (A,C)",7251.0
2022-09-03,Park Pl (S),714.0
2022-09-03,"Prince St (R,W)",9514.0
2022-09-03,Seneca Av (M),971.0
2022-09-03,"Spring St (C,E)",5053.0
2022-09-03,Sutter Av (L),856.0
2022-09-03,"Utica Av (A,C)",941.0
2022-09-03,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",20519.0
2022-09-03,Wilson Av (L),2120.0
2022-09-04,1 Av (L),11736.0
2022-09-04,"103 St (C,B)",1912.0
2022-09-04,"116 St (C,B)",2767.0
2022-09-04,"125 St (A,C,B,D)",8896.0
2022-09-04,"135 St (C,B)",1569.0
2022-09-04,"145 St (A,C,B,D)",6640.0
2022-09-04,155 St (C),906.0
2022-09-04,163 St-Amsterdam Av (C),1358.0
2022-09-04,175 St (A),3534.0
2022-09-04,181 St (A),2868.0
2022-09-04,190 St (A),1388.0
2022-09-04,"23 St (C,E)",5772.0
2022-09-04,"23 St (R,W)",7537.0
2022-09-04,"28 St (R,W)",4877.0
2022-09-04,3 Av (L),3147.0
2022-09-04,"34 St-Penn Station (A,C,E)",24478.0
2022-09-04,"49 St (N,R,W)",11704.0
2022-09-04,"50 St (C,E)",9478.0
2022-09-04,"72 St (C,B)",5789.0
2022-09-04,"8 St-NYU (R,W)",7799.0
2022-09-04,"81 St-Museum of Natural History (C,B)",8791.0
2022-09-04,"86 St (C,B)",3839.0
2022-09-04,"96 St (C,B)",3052.0
2022-09-04,"Astoria-Ditmars Blvd (N,W)",4462.0
2022-09-04,Atlantic Av (L),513.0
2022-09-04,Bedford Av (L),18712.0
2022-09-04,"Bowery (J,Z)",1969.0
2022-09-04,"Broad St (J,Z)",1766.0
2022-09-04,Bushwick Av-Aberdeen St (L),1032.0
2022-09-04,"Canal St (A,C,E)",4655.0
2022-09-04,Canarsie-Rockaway Pkwy (L),1067.0
2022-09-04,"Cathedral Pkwy (110 St) (C,B)",3396.0
2022-09-04,Central Av (M),1084.0
2022-09-04,Clinton-Washington Avs (C),1879.0
2022-09-04,DeKalb Av (L),5018.0
2022-09-04,Dyckman St (A),2326.0
2022-09-04,East 105 St (L),656.0
2022-09-04,Forest Av (M),1048.0
2022-09-04,Fresh Pond Rd (M),1516.0
2022-09-04,Graham Av (L),3415.0
2022-09-04,Grand St (L),2251.0
2022-09-04,Halsey St (L),3457.0
2022-09-04,"Hewes St (M,J)",916.0
2022-09-04,"High St (A,C)",4697.0
2022-09-04,"Hoyt-Schermerhorn Sts (A,C,G)",4709.0
2022-09-04,Inwood-207 St (A),2286.0
2022-09-04,Jefferson St (L),4474.0
2022-09-04,Kingston-Throop Avs (C),2381.0
2022-09-04,Knickerbocker Av (M),1154.0
2022-09-04,Lafayette Av (C),1821.0
2022-09-04,Livonia Av (L),888.0
2022-09-04,"Marcy Av (M,J,Z)",4129.0
2022-09-04,Middle Village-Metropolitan Av (M),836.0
2022-09-04,Montrose Av (L),3424.0
2022-09-04,Morgan Av (L),3743.0
2022-09-04,New Lots Av (L),1087.0
2022-09-04,"Nostrand Av (A,C)",5805.0
2022-09-04,Park Pl (S),641.0
2022-09-04,"Prince St (R,W)",8284.0
2022-09-04,Seneca Av (M),767.0
2022-09-04,"Spring St (C,E)",4408.0
2022-09-04,Sutter Av (L),658.0
2022-09-04,"Utica Av (A,C)",760.0
2022-09-04,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",17654.0
2022-09-04,Wilson Av (L),1863.0
2022-09-05,1 Av (L),9361.0
2022-09-05,"103 St (C,B)",1811.0
2022-09-05,"116 St (C,B)",2292.0
2022-09-05,"125 St (A,C,B,D)",8478.0
2022-09-05,"135 St (C,B)",1428.0
2022-09-05,"145 St (A,C,B,D)",6155.0
2022-09-05,155 St (C),754.0
2022-09-05,163 St-Amsterdam Av (C),1280.0
2022-09-05,175 St (A),3627.0
2022-09-05,181 St (A),2704.0
2022-09-05,190 St (A),1075.0
2022-09-05,"23 St (C,E)",4908.0
2022-09-05,"23 St (R,W)",6252.0
2022-09-05,"28 St (R,W)",3774.0
2022-09-05,3 Av (L),2659.0
2022-09-05,"34 St-Penn Station (A,C,E)",26128.0
2022-09-05,"49 St (N,R,W)",8336.0
2022-09-05,"50 St (C,E)",6561.0
2022-09-05,"72 St (C,B)",4281.0
2022-09-05,"8 St-NYU (R,W)",5889.0
2022-09-05,"81 St-Museum of Natural History (C,B)",6061.0
2022-09-05,"86 St (C,B)",3419.0
2022-09-05,"96 St (C,B)",3034.0
2022-09-05,"Astoria-Ditmars Blvd (N,W)",4024.0
2022-09-05,Atlantic Av (L),673.0
2022-09-05,Bedford Av (L),14989.0
2022-09-05,"Bowery (J,Z)",1809.0
2022-09-05,"Broad St (J,Z)",1408.0
2022-09-05,Bushwick Av-Aberdeen St (L),930.0
2022-09-05,"Canal St (A,C,E)",3925.0
2022-09-05,Canarsie-Rockaway Pkwy (L),1201.0
2022-09-05,"Cathedral Pkwy (110 St) (C,B)",2800.0
2022-09-05,Central Av (M),1097.0
2022-09-05,Clinton-Washington Avs (C),1752.0
2022-09-05,DeKalb Av (L),4636.0
2022-09-05,Dyckman St (A),2097.0
2022-09-05,East 105 St (L),790.0
2022-09-05,Forest Av (M),1088.0
2022-09-05,Fresh Pond Rd (M),1549.0
2022-09-05,Graham Av (L),2976.0
2022-09-05,Grand St (L),2187.0
2022-09-05,Halsey St (L),2918.0
2022-09-05,"Hewes St (M,J)",1031.0
2022-09-05,"High St (A,C)",3028.0
2022-09-05,"Hoyt-Schermerhorn Sts (A,C,G)",4136.0
2022-09-05,Inwood-207 St (A),2284.0
2022-09-05,Jefferson St (L),3811.0
2022-09-05,Kingston-Throop Avs (C),2143.0
2022-09-05,Knickerbocker Av (M),1277.0
2022-09-05,Lafayette Av (C),1829.0
2022-09-05,Livonia Av (L),1050.0
2022-09-05,"Marcy Av (M,J,Z)",4174.0
2022-09-05,Middle Village-Metropolitan Av (M),983.0
2022-09-05,Montrose Av (L),2755.0
2022-09-05,Morgan Av (L),3310.0
2022-09-05,New Lots Av (L),1094.0
2022-09-05,"Nostrand Av (A,C)",5651.0
2022-09-05,Park Pl (S),779.0
2022-09-05,"Prince St (R,W)",6709.0
2022-09-05,Seneca Av (M),802.0
2022-09-05,"Spring St (C,E)",3718.0
2022-09-05,Sutter Av (L),735.0
2022-09-05,"Utica Av (A,C)",800.0
2022-09-05,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",15421.0
2022-09-05,Wilson Av (L),1706.0
2022-09-06,1 Av (L),14762.0
2022-09-06,"103 St (C,B)",2671.0
2022-09-06,"116 St (C,B)",3788.0
2022-09-06,"125 St (A,C,B,D)",14936.0
2022-09-06,"135 St (C,B)",3183.0
2022-09-06,"145 St (A,C,B,D)",12514.0
2022-09-06,155 St (C),1235.0
2022-09-06,163 St-Amsterdam Av (C),2107.0
2022-09-06,175 St (A),6503.0
2022-09-06,181 St (A),5428.0
2022-09-06,190 St (A),2320.0
2022-09-06,"23 St (C,E)",11984.0
2022-09-06,"23 St (R,W)",11785.0
2022-09-06,"28 St (R,W)",6825.0
2022-09-06,3 Av (L),3828.0
2022-09-06,"34 St-Penn Station (A,C,E)",51614.0
2022-09-06,"49 St (N,R,W)",13370.0
2022-09-06,"50 St (C,E)",11968.0
2022-09-06,"72 St (C,B)",4958.0
2022-09-06,"8 St-NYU (R,W)",10999.0
2022-09-06,"81 St-Museum of Natural History (C,B)",10384.0
2022-09-06,"86 St (C,B)",6495.0
2022-09-06,"96 St (C,B)",5615.0
2022-09-06,"Astoria-Ditmars Blvd (N,W)",8803.0
2022-09-06,Atlantic Av (L),1133.0
2022-09-06,Bedford Av (L),17279.0
2022-09-06,"Bowery (J,Z)",1708.0
2022-09-06,"Broad St (J,Z)",3090.0
2022-09-06,Bushwick Av-Aberdeen St (L),1413.0
2022-09-06,"Canal St (A,C,E)",10888.0
2022-09-06,Canarsie-Rockaway Pkwy (L),2328.0
2022-09-06,"Cathedral Pkwy (110 St) (C,B)",4201.0
2022-09-06,Central Av (M),2383.0
2022-09-06,Clinton-Washington Avs (C),3893.0
2022-09-06,DeKalb Av (L),7098.0
2022-09-06,Dyckman St (A),3450.0
2022-09-06,East 105 St (L),1640.0
2022-09-06,Forest Av (M),2664.0
2022-09-06,Fresh Pond Rd (M),3618.0
2022-09-06,Graham Av (L),5465.0
2022-09-06,Grand St (L),4130.0
2022-09-06,Halsey St (L),4189.0
2022-09-06,"Hewes St (M,J)",1582.0
2022-09-06,"High St (A,C)",4920.0
2022-09-06,"Hoyt-Schermerhorn Sts (A,C,G)",6782.0
2022-09-06,Inwood-207 St (A),4607.0
2022-09-06,Jefferson St (L),4385.0
2022-09-06,Kingston-Throop Avs (C),3585.0
2022-09-06,Knickerbocker Av (M),2340.0
2022-09-06,Lafayette Av (C),2779.0
2022-09-06,Livonia Av (L),1526.0
2022-09-06,"Marcy Av (M,J,Z)",6920.0
2022-09-06,Middle Village-Metropolitan Av (M),2423.0
2022-09-06,Montrose Av (L),4212.0
2022-09-06,Morgan Av (L),4439.0
2022-09-06,New Lots Av (L),2112.0
2022-09-06,"Nostrand Av (A,C)",9397.0
2022-09-06,Park Pl (S),1037.0
2022-09-06,"Prince St (R,W)",6036.0
2022-09-06,Seneca Av (M),1747.0
2022-09-06,"Spring St (C,E)",8072.0
2022-09-06,Sutter Av (L),1383.0
2022-09-06,"Utica Av (A,C)",1325.0
2022-09-06,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",23447.0
2022-09-06,Wilson Av (L),2616.0
2022-09-07,1 Av (L),16623.0
2022-09-07,"103 St (C,B)",3015.0
2022-09-07,"116 St (C,B)",4275.0
2022-09-07,"125 St (A,C,B,D)",16728.0
2022-09-07,"135 St (C,B)",3648.0
2022-09-07,"145 St (A,C,B,D)",14484.0
2022-09-07,155 St (C),1426.0
2022-09-07,163 St-Amsterdam Av (C),2354.0
2022-09-07,175 St (A),6874.0
2022-09-07,181 St (A),5841.0
2022-09-07,190 St (A),2581.0
2022-09-07,"23 St (C,E)",13807.0
2022-09-07,"23 St (R,W)",13060.0
2022-09-07,"28 St (R,W)",7202.0
2022-09-07,3 Av (L),4152.0
2022-09-07,"34 St-Penn Station (A,C,E)",54151.0
2022-09-07,"49 St (N,R,W)",14664.0
2022-09-07,"50 St (C,E)",13050.0
2022-09-07,"72 St (C,B)",5973.0
2022-09-07,"8 St-NYU (R,W)",11881.0
2022-09-07,"81 St-Museum of Natural History (C,B)",8901.0
2022-09-07,"86 St (C,B)",7177.0
2022-09-07,"96 St (C,B)",6310.0
2022-09-07,"Astoria-Ditmars Blvd (N,W)",10185.0
2022-09-07,Atlantic Av (L),1318.0
2022-09-07,Bedford Av (L),21386.0
2022-09-07,"Bowery (J,Z)",2112.0
2022-09-07,"Broad St (J,Z)",3597.0
2022-09-07,Bushwick Av-Aberdeen St (L),1674.0
2022-09-07,"Canal St (A,C,E)",12077.0
2022-09-07,Canarsie-Rockaway Pkwy (L),2699.0
2022-09-07,"Cathedral Pkwy (110 St) (C,B)",4849.0
2022-09-07,Central Av (M),2728.0
2022-09-07,Clinton-Washington Avs (C),4550.0
2022-09-07,DeKalb Av (L),7570.0
2022-09-07,Dyckman St (A),3751.0
2022-09-07,East 105 St (L),1810.0
2022-09-07,Forest Av (M),2988.0
2022-09-07,Fresh Pond Rd (M),3959.0
2022-09-07,Graham Av (L),6339.0
2022-09-07,Grand St (L),4305.0
2022-09-07,Halsey St (L),4832.0
2022-09-07,"Hewes St (M,J)",1835.0
2022-09-07,"High St (A,C)",6178.0
2022-09-07,"Hoyt-Schermerhorn Sts (A,C,G)",7783.0
2022-09-07,Inwood-207 St (A),4976.0
2022-09-07,Jefferson St (L),5148.0
2022-09-07,Kingston-Throop Avs (C),4033.0
2022-09-07,Knickerbocker Av (M),2785.0
2022-09-07,Lafayette Av (C),3212.0
2022-09-07,Livonia Av (L),1662.0
2022-09-07,"Marcy Av (M,J,Z)",8068.0
2022-09-07,Middle Village-Metropolitan Av (M),2725.0
2022-09-07,Montrose Av (L),4555.0
2022-09-07,Morgan Av (L),5089.0
2022-09-07,New Lots Av (L),2454.0
2022-09-07,"Nostrand Av (A,C)",11134.0
2022-09-07,Park Pl (S),954.0
2022-09-07,"Prince St (R,W)",7516.0
2022-09-07,Seneca Av (M),2028.0
2022-09-07,"Spring St (C,E)",8940.0
2022-09-07,Sutter Av (L),1555.0
2022-09-07,"Utica Av (A,C)",1585.0
2022-09-07,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",27099.0
2022-09-07,Wilson Av (L),2812.0
2022-09-08,1 Av (L),18155.0
2022-09-08,"103 St (C,B)",3143.0
2022-09-08,"116 St (C,B)",4861.0
2022-09-08,"125 St (A,C,B,D)",17951.0
2022-09-08,"135 St (C,B)",4031.0
2022-09-08,"145 St (A,C,B,D)",14979.0
2022-09-08,155 St (C),1598.0
2022-09-08,163 St-Amsterdam Av (C),2513.0
2022-09-08,175 St (A),7428.0
2022-09-08,181 St (A),6752.0
2022-09-08,190 St (A),2853.0
2022-09-08,"23 St (C,E)",15774.0
2022-09-08,"23 St (R,W)",13304.0
2022-09-08,"28 St (R,W)",7447.0
2022-09-08,3 Av (L),4929.0
2022-09-08,"34 St-Penn Station (A,C,E)",55072.0
2022-09-08,"49 St (N,R,W)",15348.0
2022-09-08,"50 St (C,E)",14844.0
2022-09-08,"72 St (C,B)",6685.0
2022-09-08,"8 St-NYU (R,W)",11347.0
2022-09-08,"81 St-Museum of Natural History (C,B)",9165.0
2022-09-08,"86 St (C,B)",7977.0
2022-09-08,"96 St (C,B)",6949.0
2022-09-08,"Astoria-Ditmars Blvd (N,W)",10713.0
2022-09-08,Atlantic Av (L),1336.0
2022-09-08,Bedford Av (L),24015.0
2022-09-08,"Bowery (J,Z)",2226.0
2022-09-08,"Broad St (J,Z)",3843.0
2022-09-08,Bushwick Av-Aberdeen St (L),1741.0
2022-09-08,"Canal St (A,C,E)",12686.0
2022-09-08,Canarsie-Rockaway Pkwy (L),2824.0
2022-09-08,"Cathedral Pkwy (110 St) (C,B)",5563.0
2022-09-08,Central Av (M),3074.0
2022-09-08,Clinton-Washington Avs (C),5138.0
2022-09-08,DeKalb Av (L),8105.0
2022-09-08,Dyckman St (A),4260.0
2022-09-08,East 105 St (L),1902.0
2022-09-08,Forest Av (M),3324.0
2022-09-08,Fresh Pond Rd (M),4255.0
2022-09-08,Graham Av (L),6900.0
2022-09-08,Grand St (L),5393.0
2022-09-08,Halsey St (L),5246.0
2022-09-08,"Hewes St (M,J)",1996.0
2022-09-08,"High St (A,C)",7530.0
2022-09-08,"Hoyt-Schermerhorn Sts (A,C,G)",7932.0
2022-09-08,Inwood-207 St (A),5553.0
2022-09-08,Jefferson St (L),5674.0
2022-09-08,Kingston-Throop Avs (C),4534.0
2022-09-08,Knickerbocker Av (M),2997.0
2022-09-08,Lafayette Av (C),3766.0
2022-09-08,Livonia Av (L),1858.0
2022-09-08,"Marcy Av (M,J,Z)",8967.0
2022-09-08,Middle Village-Metropolitan Av (M),2917.0
2022-09-08,Montrose Av (L),5040.0
2022-09-08,Morgan Av (L),5300.0
2022-09-08,New Lots Av (L),2396.0
2022-09-08,"Nostrand Av (A,C)",11546.0
2022-09-08,Park Pl (S),1120.0
2022-09-08,"Prince St (R,W)",7481.0
2022-09-08,Seneca Av (M),2082.0
2022-09-08,"Spring St (C,E)",9642.0
2022-09-08,Sutter Av (L),1741.0
2022-09-08,"Utica Av (A,C)",2237.0
2022-09-08,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",29711.0
2022-09-08,Wilson Av (L),3050.0
2022-09-09,1 Av (L),19010.0
2022-09-09,"103 St (C,B)",3375.0
2022-09-09,"116 St (C,B)",5061.0
2022-09-09,"125 St (A,C,B,D)",17844.0
2022-09-09,"135 St (C,B)",3876.0
2022-09-09,"145 St (A,C,B,D)",13721.0
2022-09-09,155 St (C),1537.0
2022-09-09,163 St-Amsterdam Av (C),2523.0
2022-09-09,175 St (A),7247.0
2022-09-09,181 St (A),6066.0
2022-09-09,190 St (A),2674.0
2022-09-09,"23 St (C,E)",13794.0
2022-09-09,"23 St (R,W)",11273.0
2022-09-09,"28 St (R,W)",7035.0
2022-09-09,3 Av (L),4765.0
2022-09-09,"34 St-Penn Station (A,C,E)",48484.0
2022-09-09,"49 St (N,R,W)",14477.0
2022-09-09,"50 St (C,E)",15139.0
2022-09-09,"72 St (C,B)",6898.0
2022-09-09,"8 St-NYU (R,W)",10621.0
2022-09-09,"81 St-Museum of Natural History (C,B)",9156.0
2022-09-09,"86 St (C,B)",8142.0
2022-09-09,"96 St (C,B)",6746.0
2022-09-09,"Astoria-Ditmars Blvd (N,W)",10460.0
2022-09-09,Atlantic Av (L),1258.0
2022-09-09,Bedford Av (L),24211.0
2022-09-09,"Bowery (J,Z)",2725.0
2022-09-09,"Broad St (J,Z)",3698.0
2022-09-09,Bushwick Av-Aberdeen St (L),1887.0
2022-09-09,"Canal St (A,C,E)",11378.0
2022-09-09,Canarsie-Rockaway Pkwy (L),2766.0
2022-09-09,"Cathedral Pkwy (110 St) (C,B)",5583.0
2022-09-09,Central Av (M),3036.0
2022-09-09,Clinton-Washington Avs (C),4695.0
2022-09-09,DeKalb Av (L),8743.0
2022-09-09,Dyckman St (A),4073.0
2022-09-09,East 105 St (L),1824.0
2022-09-09,Forest Av (M),3295.0
2022-09-09,Fresh Pond Rd (M),4158.0
2022-09-09,Graham Av (L),6981.0
2022-09-09,Grand St (L),5226.0
2022-09-09,Halsey St (L),5420.0
2022-09-09,"Hewes St (M,J)",2004.0
2022-09-09,"High St (A,C)",7226.0
2022-09-09,"Hoyt-Schermerhorn Sts (A,C,G)",7751.0
2022-09-09,Inwood-207 St (A),5350.0
2022-09-09,Jefferson St (L),6599.0
2022-09-09,Kingston-Throop Avs (C),4459.0
2022-09-09,Knickerbocker Av (M),3065.0
2022-09-09,Lafayette Av (C),3726.0
2022-09-09,Livonia Av (L),2022.0
2022-09-09,"Marcy Av (M,J,Z)",8616.0
2022-09-09,Middle Village-Metropolitan Av (M),2829.0
2022-09-09,Montrose Av (L),5322.0
2022-09-09,Morgan Av (L),5555.0
2022-09-09,New Lots Av (L),2468.0
2022-09-09,"Nostrand Av (A,C)",11426.0
2022-09-09,Park Pl (S),1103.0
2022-09-09,"Prince St (R,W)",8265.0
2022-09-09,Seneca Av (M),2177.0
2022-09-09,"Spring St (C,E)",8564.0
2022-09-09,Sutter Av (L),1617.0
2022-09-09,"Utica Av (A,C)",1535.0
2022-09-09,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",28998.0
2022-09-09,Wilson Av (L),3131.0
